	COMPANYNAME	REGION	Latitude	Longitude	Venue	Venue Latitude	Venue Longitude	Venue Category
416	LinkedIn	DUBLIN	53.3349068	-6.2494995	Forest Avenue	53.331552498127195	-6.251428458591025	Restaurant
417	LinkedIn	DUBLIN	53.3349068	-6.2494995	St Stephen's Green	53.338150925581544	-6.259160041809082	Park
418	LinkedIn	DUBLIN	53.3349068	-6.2494995	Conrad Dublin	53.334889469914415	-6.257342172665552	Hotel
419	LinkedIn	DUBLIN	53.3349068	-6.2494995	Dartmouth Square	53.33028351781668	-6.255340576171875	Plaza
420	LinkedIn	DUBLIN	53.3349068	-6.2494995	National Concert Hall	53.33458658720348	-6.258198581754481	Concert Hall
421	LinkedIn	DUBLIN	53.3349068	-6.2494995	Kerala Kitchen	53.33385499886855	-6.244952209992049	Indian Restaurant
422	LinkedIn	DUBLIN	53.3349068	-6.2494995	M O'Brien's Bar & Lounge	53.33129413460899	-6.251571808386853	Pub
423	LinkedIn	DUBLIN	53.3349068	-6.2494995	Third Floor Espresso (3FE)	53.339865	-6.242132	Coffee Shop
424	LinkedIn	DUBLIN	53.3349068	-6.2494995	Iveagh Gardens	53.33568033551687	-6.261059453641287	Park
425	LinkedIn	DUBLIN	53.3349068	-6.2494995	Oscar Wilde Statue	53.34093732730395	-6.250692050637122	Outdoor Sculpture
426	LinkedIn	DUBLIN	53.3349068	-6.2494995	The Little Kitchen	53.3305896915001	-6.251368295011614	Restaurant
427	LinkedIn	DUBLIN	53.3349068	-6.2494995	The Schoolhouse Bar	53.3373418499578	-6.239585178618902	Pub
428	LinkedIn	DUBLIN	53.3349068	-6.2494995	Peploe's	53.33942208131744	-6.25822775296813	French Restaurant
429	LinkedIn	DUBLIN	53.3349068	-6.2494995	Smyths of Haddington Road	53.33469912350612	-6.243274768243235	Pub
430	LinkedIn	DUBLIN	53.3349068	-6.2494995	Dylan Hotel	53.33371867679343	-6.241937727174799	Hotel
431	LinkedIn	DUBLIN	53.3349068	-6.2494995	Dolce Sicily	53.340942	-6.258772	Café
432	LinkedIn	DUBLIN	53.3349068	-6.2494995	Peruke & Periwig	53.34008607089172	-6.25854214051159	Cocktail Bar
433	LinkedIn	DUBLIN	53.3349068	-6.2494995	Nick's Coffee Company	53.32734115320615	-6.25479498160051	Coffee Shop
434	LinkedIn	DUBLIN	53.3349068	-6.2494995	Hodges Figgis	53.34220235099416	-6.257916902841114	Bookstore
435	LinkedIn	DUBLIN	53.3349068	-6.2494995	Press Cafe	53.33505764739972	-6.235269426252875	Café
436	LinkedIn	DUBLIN	53.3349068	-6.2494995	Butlers Chocolate Café	53.34006633068253	-6.260777033219964	Coffee Shop
437	LinkedIn	DUBLIN	53.3349068	-6.2494995	Coffeeangel	53.34105364892371	-6.258760494501323	Coffee Shop
438	LinkedIn	DUBLIN	53.3349068	-6.2494995	Paulie's Pizza	53.337259766693194	-6.234690803704816	Pizza Place
439	LinkedIn	DUBLIN	53.3349068	-6.2494995	Green Bench Cafe	53.336445	-6.2640676	Café
440	LinkedIn	DUBLIN	53.3349068	-6.2494995	Sheridan's Cheesemongers	53.341119073720385	-6.259230799699473	Cheese Shop
441	LinkedIn	DUBLIN	53.3349068	-6.2494995	Yoga Dublin Studios	53.32942499000887	-6.258364327342785	Yoga Studio
442	LinkedIn	DUBLIN	53.3349068	-6.2494995	National Gallery of Ireland	53.34155790523571	-6.252528130522927	Art Museum
443	LinkedIn	DUBLIN	53.3349068	-6.2494995	Bunsen	53.3411781653968	-6.260036816527849	Burger Joint
444	LinkedIn	DUBLIN	53.3349068	-6.2494995	Hang Dai Chinese	53.33521738452204	-6.265130536287104	Chinese Restaurant
445	LinkedIn	DUBLIN	53.3349068	-6.2494995	Clayton Hotel - Charlemont	53.330482	-6.261488	Hotel
446	LinkedIn	DUBLIN	53.3349068	-6.2494995	Google Gym	53.33987733270209	-6.237345635890961	Gym
447	LinkedIn	DUBLIN	53.3349068	-6.2494995	Beanhive	53.33981	-6.258737	Coffee Shop
448	LinkedIn	DUBLIN	53.3349068	-6.2494995	Juniors Deli Cafe	53.33715952435395	-6.2342225964389	Café
449	LinkedIn	DUBLIN	53.3349068	-6.2494995	Grand Canal Dock	53.34260914378246	-6.23936201549253	Plaza
450	LinkedIn	DUBLIN	53.3349068	-6.2494995	Gino's Gelato	53.341109533878964	-6.260498530182202	Gelato Shop
451	LinkedIn	DUBLIN	53.3349068	-6.2494995	Delahunt	53.33426795603084	-6.265209288627327	Restaurant
452	LinkedIn	DUBLIN	53.3349068	-6.2494995	Ranelagh Gardens	53.3274113978753	-6.25471975487817	Park
453	LinkedIn	DUBLIN	53.3349068	-6.2494995	The 51 Bar	53.33473203764536	-6.242507526607526	Pub
454	LinkedIn	DUBLIN	53.3349068	-6.2494995	Clayton Hotel - Burlington Road	53.33022271490764	-6.248980181240565	Hotel
455	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Leopardstown Racecourse	53.265777028969914	-6.194488430723857	Racetrack
456	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	West Wood Club	53.26503129303037	-6.194120020671965	Gym
457	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	The Wall	53.27770806117235	-6.209312683134322	Climbing Gym
458	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Maxi Zoo	53.273976	-6.206818	Pet Store
459	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Sandyford Village Market	53.276397434981504	-6.211045386923285	Food Truck
460	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Bistro One	53.26641262	-6.18368161	Diner
461	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Byrne's Pub	53.280224872596236	-6.189066496981211	Pub
462	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Freshii	53.270485	-6.204676	Restaurant
463	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	The Coffee Shot	53.277384208778	-6.217093140308738	Coffee Shop
464	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Fire & Stone Cafe Bar	53.260725032325865	-6.221116409376299	Café
465	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	China Sichuan	53.27815936931124	-6.210854937801116	Chinese Restaurant
466	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	O'Briens Wine	53.278118726865976	-6.215572773615406	Wine Shop
467	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Dunnes Stores	53.27815941222111	-6.215588668916434	Supermarket
468	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Baan Thai	53.27166827319932	-6.203437917188181	Thai Restaurant
469	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	The Market Food Store	53.26066949230138	-6.22034647350332	Deli / Bodega
470	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Woodfire & Green	53.277289	-6.214341	Bistro
471	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Musashi	53.27687882072121	-6.218559808283636	Japanese Restaurant
472	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	The Leopardstown Inn	53.2792933160634	-6.197036089104542	Bar
473	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Starbucks	53.27751684412258	-6.217148771473744	Coffee Shop
474	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Barry & Browne	53.251924478040095	-6.185028783427966	Café
475	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Pizzicato	53.27652171929083	-6.2147862241015694	Pizza Place
476	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Caracas Coffee House	53.27391478523493	-6.207272846955255	Café
477	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	The Beacon Hotel	53.27644004557399	-6.220324430950914	Hotel
478	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Beacon South Quarter	53.27666845553481	-6.216747808375853	Shopping Mall
479	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	TK Maxx	53.252012921178775	-6.18563738197856	Clothing Store
480	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Raw Gym	53.272815556845124	-6.204957682558541	Gym
481	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Dunnes Stores	53.259163982892225	-6.19674371658871	Supermarket
482	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Cafe Togo	53.276222186287065	-6.208744508100467	Coffee Shop
483	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Vodafone Ireland	53.27187107968863	-6.202172628890119	Office
484	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	The Vanilla Pod Eatery	53.251902746449375	-6.184878162585801	Coffee Shop
485	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Insomnia	53.274236129137215	-6.215305340966402	Café
486	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Costa Coffee	53.26419113737003	-6.21460257231639	Coffee Shop
487	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	The Step Inn	53.25300874489642	-6.214123193299682	Pub
488	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Leopardstown Golf Club	53.26627889332994	-6.1892254499585775	Golf Course
489	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Mango Tree	53.27742025017447	-6.216207580165262	Thai Restaurant
490	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Aldi	53.279654362080606	-6.212954415583405	Supermarket
491	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Munchies	53.277346834866286	-6.217242399529176	Sandwich Place
492	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Costa Coffee	53.25915558621262	-6.196650677239215	Coffee Shop
493	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	La Dolce Vita	53.2769602596483	-6.21069731646056	Italian Restaurant
494	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Michie Sushi	53.27730176550381	-6.217334117905308	Sushi Restaurant
495	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	SuperValu	53.27524770831178	-6.225435332437513	Supermarket
496	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Ben Dunne Gym	53.27798742523294	-6.215648258664552	Gym / Fitness Center
497	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Square One	53.27941497647143	-6.21436783412905	Café
498	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Barista's Café	53.27769975406613	-6.210874467124223	Café
499	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Munchies	53.271230526481986	-6.2029068047370055	Sandwich Place
500	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	My Thai	53.27649815472924	-6.2205236782891795	Thai Restaurant
501	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Londis	53.276160179742575	-6.208799259193995	Convenience Store
502	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Petstop	53.256634352531464	-6.193127884154478	Pet Store
503	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	Zambrero	53.276978	-6.2166233	Burrito Place
504	Microsoft Ireland	DUBLIN	53.2677219	-6.198389199999999	The Bookmakers Bar	53.27128598019439	-6.20560647116814	Hotel Bar
505	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Leopardstown Racecourse	53.265777028969914	-6.194488430723857	Racetrack
506	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	West Wood Club	53.26503129303037	-6.194120020671965	Gym
507	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	The Wall	53.27770806117235	-6.209312683134322	Climbing Gym
508	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Maxi Zoo	53.273976	-6.206818	Pet Store
509	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Sandyford Village Market	53.276397434981504	-6.211045386923285	Food Truck
510	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	The Coffee Shot	53.277384208778	-6.217093140308738	Coffee Shop
511	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Byrne's Pub	53.280224872596236	-6.189066496981211	Pub
512	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Freshii	53.270485	-6.204676	Restaurant
513	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	China Sichuan	53.27815936931124	-6.210854937801116	Chinese Restaurant
514	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	O'Briens Wine	53.278118726865976	-6.215572773615406	Wine Shop
515	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Dunnes Stores	53.27815941222111	-6.215588668916434	Supermarket
516	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Baan Thai	53.27166827319932	-6.203437917188181	Thai Restaurant
517	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Bistro One	53.26641262	-6.18368161	Diner
518	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Fire & Stone Cafe Bar	53.260725032325865	-6.221116409376299	Café
519	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Woodfire & Green	53.277289	-6.214341	Bistro
520	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	The Leopardstown Inn	53.2792933160634	-6.197036089104542	Bar
521	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Musashi	53.27687882072121	-6.218559808283636	Japanese Restaurant
522	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	The Market Food Store	53.26066949230138	-6.22034647350332	Deli / Bodega
523	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Starbucks	53.27751684412258	-6.217148771473744	Coffee Shop
524	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Pizzicato	53.27652171929083	-6.2147862241015694	Pizza Place
525	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Caracas Coffee House	53.27391478523493	-6.207272846955255	Café
526	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	The Beacon Hotel	53.27644004557399	-6.220324430950914	Hotel
527	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Beacon South Quarter	53.27666845553481	-6.216747808375853	Shopping Mall
528	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Raw Gym	53.272815556845124	-6.204957682558541	Gym
529	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Cafe Togo	53.276222186287065	-6.208744508100467	Coffee Shop
530	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Vodafone Ireland	53.27187107968863	-6.202172628890119	Office
531	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Insomnia	53.274236129137215	-6.215305340966402	Café
532	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Dunnes Stores	53.259163982892225	-6.19674371658871	Supermarket
533	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Aldi	53.279654362080606	-6.212954415583405	Supermarket
534	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Mango Tree	53.27742025017447	-6.216207580165262	Thai Restaurant
535	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Munchies	53.277346834866286	-6.217242399529176	Sandwich Place
536	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	La Dolce Vita	53.2769602596483	-6.21069731646056	Italian Restaurant
537	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Costa Coffee	53.26419113737003	-6.21460257231639	Coffee Shop
538	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Michie Sushi	53.27730176550381	-6.217334117905308	Sushi Restaurant
539	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Leopardstown Golf Club	53.26627889332994	-6.1892254499585775	Golf Course
540	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Costa Coffee	53.25915558621262	-6.196650677239215	Coffee Shop
541	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	SuperValu	53.27524770831178	-6.225435332437513	Supermarket
542	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Ben Dunne Gym	53.27798742523294	-6.215648258664552	Gym / Fitness Center
543	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Square One	53.27941497647143	-6.21436783412905	Café
544	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Barista's Café	53.27769975406613	-6.210874467124223	Café
545	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Munchies	53.271230526481986	-6.2029068047370055	Sandwich Place
546	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	My Thai	53.27649815472924	-6.2205236782891795	Thai Restaurant
547	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Londis	53.276160179742575	-6.208799259193995	Convenience Store
548	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Zambrero	53.276978	-6.2166233	Burrito Place
549	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	The Bookmakers Bar	53.27128598019439	-6.20560647116814	Hotel Bar
550	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Petstop	53.256634352531464	-6.193127884154478	Pet Store
551	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	The Gables Restaurant & Wine Bar	53.26698563507816	-6.184235099466862	Restaurant
552	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Crystal Bar	53.27648051540074	-6.220406483063712	Hotel Bar
553	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Coffee Dock @Vodafone	53.27188425756619	-6.202246747380647	Cafeteria
554	Microsoft Court	DUBLIN	53.2696751	-6.199281999999999	Delizia Cafe	53.27440708939797	-6.193871215413918	Coffee Shop
555	Microsoft Datacenter Dublin	DUBLIN	53.3246845	-6.4548467	Finnstown Castle Hotel	53.33960152594337	-6.460887734117107	Hotel
556	Microsoft Datacenter Dublin	DUBLIN	53.3246845	-6.4548467	Cuisine de France HQ	53.32224635903133	-6.457264538011104	Bakery
557	Microsoft Datacenter Dublin	DUBLIN	53.3246845	-6.4548467	Google Ireland Data Centre	53.31334798463515	-6.447727367360611	IT Services
558	Microsoft Datacenter Dublin	DUBLIN	53.3246845	-6.4548467	Londis	53.33675181953858	-6.457966338053412	Convenience Store
559	Microsoft Datacenter Dublin	DUBLIN	53.3246845	-6.4548467	Adamstown Railway Station	53.337098625761634	-6.462583610052646	Train Station
560	Microsoft Datacenter Dublin	DUBLIN	53.3246845	-6.4548467	Peacock Restaurant	53.33954713616893	-6.461500885639595	Gastropub
561	Microsoft Datacenter Dublin	DUBLIN	53.3246845	-6.4548467	Grange Castle Golf Club	53.31537358156116	-6.433074846836826	Golf Course
562	Microsoft Datacenter Dublin	DUBLIN	53.3246845	-6.4548467	SPAR	53.34120790237961	-6.452731746532873	Convenience Store
563	Microsoft Datacenter Dublin	DUBLIN	53.3246845	-6.4548467	Technik	53.3409388	-6.4649106	Business Service
564	Microsoft Datacenter Dublin	DUBLIN	53.3246845	-6.4548467	Kishoge Railway Station	53.33443199374088	-6.43070396223157	Train Station
565	Microsoft Datacenter Dublin	DUBLIN	53.3246845	-6.4548467	The Lord Lucan	53.34136361417549	-6.451671379345468	Pub
566	Intel	KILDARE	53.3720513	-6.5130688	Leixlip Amenities Centre	53.37100115423885	-6.513851542781093	Gym / Fitness Center
567	Intel	KILDARE	53.3720513	-6.5130688	Lidl	53.371634261843994	-6.516181971174871	Supermarket
568	Intel	KILDARE	53.3720513	-6.5130688	Da Vinci's Restaurant	53.36351210882342	-6.4912713653582435	Italian Restaurant
569	Intel	KILDARE	53.3720513	-6.5130688	The Court Yard Hotel	53.36388236065861	-6.488741990518568	Hotel
570	Intel	KILDARE	53.3720513	-6.5130688	Leixlip Louisa Bridge Railway Station	53.369580441664425	-6.506438255310059	Train Station
571	Intel	KILDARE	53.3720513	-6.5130688	Louisa Bridge 66 Bus Stop	53.36992239300774	-6.505825464453274	Bus Stop
572	Intel	KILDARE	53.3720513	-6.5130688	Eurospar Leixlip	53.36200054410681	-6.501889228820801	Grocery Store
573	Intel	KILDARE	53.3720513	-6.5130688	Staunton's SuperValu	53.371382	-6.487634	Supermarket
574	Intel	KILDARE	53.3720513	-6.5130688	Sam's Takeaway	53.36370904350087	-6.491347703264937	Fast Food Restaurant
575	Intel	KILDARE	53.3720513	-6.5130688	SPAR	53.363723158836365	-6.490017771720886	Convenience Store
576	Intel	KILDARE	53.3720513	-6.5130688	Leixlip Confey Railway Station	53.37419736365205	-6.485354664681833	Train Station
577	Intel	KILDARE	53.3720513	-6.5130688	Subway	53.36487317424483	-6.487803125421902	Sandwich Place
578	Intel	KILDARE	53.3720513	-6.5130688	River Bank Restaurant	53.36361312866211	-6.488675594329834	Restaurant
579	Intel	KILDARE	53.3720513	-6.5130688	Alvito's	53.36393569795888	-6.488275672027322	Italian Restaurant
580	Intel	KILDARE	53.3720513	-6.5130688	HP Nitro Coffee Bar	53.35490101045531	-6.5153131417781385	Cafeteria
581	Dell	DUBLIN	53.24485	-6.1394799	Whelehans Wine Store & Café	53.245065649658095	-6.134879884675957	Café
582	Dell	DUBLIN	53.24485	-6.1394799	Ben Dunne Gym	53.24402889667344	-6.139409128922586	Gym / Fitness Center
583	Dell	DUBLIN	53.24485	-6.1394799	Starbucks	53.244217	-6.1393003	Coffee Shop
584	Dell	DUBLIN	53.24485	-6.1394799	Horse & Hound	53.26093533723709	-6.150251309292619	Pub
585	Dell	DUBLIN	53.24485	-6.1394799	Café 31	53.26093887963308	-6.150305729635039	Italian Restaurant
586	Dell	DUBLIN	53.24485	-6.1394799	Kilbogget Park	53.25918048460591	-6.14084243774414	Park
587	Dell	DUBLIN	53.24485	-6.1394799	Loughlinstown Leisure Centre	53.245967431383384	-6.129732954211705	Gym
588	Dell	DUBLIN	53.24485	-6.1394799	Brady's Of Shankill	53.23019960398638	-6.1245392452640806	Pub
589	Dell	DUBLIN	53.24485	-6.1394799	Cherrywood Hot Food Market	53.24394869996272	-6.140367968219135	Food Truck
590	Dell	DUBLIN	53.24485	-6.1394799	Spar	53.24391908877719	-6.140241622924805	Convenience Store
591	Dell	DUBLIN	53.24485	-6.1394799	The Lighthouse Cafe	53.243758582504185	-6.139021217823029	Coffee Shop
592	Dell	DUBLIN	53.24485	-6.1394799	Subway	53.24387735720411	-6.138911247253418	Sandwich Place
593	Dell	DUBLIN	53.24485	-6.1394799	Brides Glen Luas	53.242018194220314	-6.142887358159889	Light Rail Station
594	Dell	DUBLIN	53.24485	-6.1394799	Cherrywood Luas	53.24532830800761	-6.145831346511841	Light Rail Station
595	Dell	DUBLIN	53.24485	-6.1394799	Tesco Express	53.2314952	-6.1238206	Grocery Store
596	Dell	DUBLIN	53.24485	-6.1394799	Laughanstown Luas	53.25064376057616	-6.155025959014893	Light Rail Station
597	Dell	DUBLIN	53.24485	-6.1394799	Ballybrack Medical Hall	53.25215690598185	-6.124460799374363	Pharmacy
598	Dell	DUBLIN	53.24485	-6.1394799	Spar	53.252209444607125	-6.124251754244011	Convenience Store
599	Dell	DUBLIN	53.24485	-6.1394799	O'Brien's	53.25619715940389	-6.133861901474803	Wine Shop
600	Dell	DUBLIN	53.24485	-6.1394799	Palm Beach Take Away	53.25326286392613	-6.124630087256082	Burger Joint
601	Dell	DUBLIN	53.24485	-6.1394799	Corbawn Lane Beach	53.238098455304616	-6.119053205844562	Beach
602	Dell	DUBLIN	53.24485	-6.1394799	The Village	53.25709768572776	-6.1280283193482505	Chinese Restaurant
603	Dell	DUBLIN	53.24485	-6.1394799	Tesco	53.2564492	-6.1340484	Supermarket
604	Dell	DUBLIN	53.24485	-6.1394799	Seapoint Rugby Club Division	53.25909594702173	-6.139077469944125	Rugby Pitch
605	Dell	DUBLIN	53.24485	-6.1394799	Dublin Bus Stop No. 3130	53.25867687528477	-6.146545177826261	Bus Stop
606	Dell	DUBLIN	53.24485	-6.1394799	Lidl Shankill	53.23381	-6.1227407	Supermarket
607	Dell	DUBLIN	53.24485	-6.1394799	Spar	53.23076331953633	-6.124042873322174	Convenience Store
608	Dell	DUBLIN	53.24485	-6.1394799	Bernardos Take Away	53.230710126890585	-6.124061921453847	Fast Food Restaurant
609	Dell	DUBLIN	53.24485	-6.1394799	Lloyds Pharmacy Shankill	53.23076	-6.123908	Pharmacy
610	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Lemongrass Fusion	53.28584844591587	-6.450274553818249	Thai Restaurant
611	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	The Streat Cafe	53.28258675517667	-6.423354148864746	Café
612	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Eddie Rocket's	53.28240031574487	-6.422955271163914	Diner
613	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Anvil Restaurant	53.280976572880036	-6.443511203395441	Restaurant
614	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	McGettigans Cookhouse & Bar	53.301134844306475	-6.418930809528116	Gastropub
615	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Lidl	53.2854523162427	-6.418303724906986	Supermarket
616	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Dunnes Stores	53.28324895805739	-6.422496231043887	Supermarket
617	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	McDonald's	53.283518	-6.422547	Fast Food Restaurant
618	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Costa Coffee	53.28315233588402	-6.422802325363816	Coffee Shop
619	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Citywest Hotel	53.28593335477049	-6.446203255598965	Hotel
620	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Café Togo	53.29055480975261	-6.420824120866703	Café
621	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Clondalkin RFC	53.29436904099308	-6.42162252338728	Sports Club
622	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Citywest Shopping Centre	53.28308432611892	-6.422876748794252	Shopping Mall
623	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Citywest Campus Luas	53.28785688395146	-6.418893173015812	Light Rail Station
624	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Fortunestown	53.284244	-6.424798	Light Rail Station
625	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	O'Briens	53.28321534156086	-6.422552785317885	Wine Shop
626	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	McCabes Pharmacy	53.283112	-6.422723	Pharmacy
627	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Saggart Luas	53.284375321404376	-6.437758091086147	Light Rail Station
628	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Cheeverstown Luas	53.29101396307132	-6.406864656196306	Light Rail Station
629	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Hibernian Bistro	53.28611695579105	-6.446048755503063	French Restaurant
630	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	The Woodlock Brasserie	53.2867	-6.44673	Restaurant
631	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	China Garden Restaurant	53.28032881395956	-6.44472599029541	Chinese Restaurant
632	SAP/Business Objects	DUBLIN	53.2946138	-6.4269322	Buds to Blooms Flowers	53.30797579999999	-6.407209200000011	Flower Shop
633	Adobe	DUBLIN	53.290558	-6.419988999999999	The Streat Cafe	53.28258675517667	-6.423354148864746	Café
634	Adobe	DUBLIN	53.290558	-6.419988999999999	Eddie Rocket's	53.28240031574487	-6.422955271163914	Diner
635	Adobe	DUBLIN	53.290558	-6.419988999999999	Lidl	53.2854523162427	-6.418303724906986	Supermarket
636	Adobe	DUBLIN	53.290558	-6.419988999999999	Anvil Restaurant	53.280976572880036	-6.443511203395441	Restaurant
637	Adobe	DUBLIN	53.290558	-6.419988999999999	Dunnes Stores	53.28324895805739	-6.422496231043887	Supermarket
